EFF,PPG,TRPG,APG,BPG,SPG,FG%,FT%,EF%,DRTG,ORTG,VORP,BPM
20.2,7.1,5.6,1,0.4,0.5,53.7,70.4,55.1,107,115,1.4,0.6
7.8,3.2,1,2.4,0,0.4,33.6,69.2,42.7,109,97,-0.9,-5.6
10.5,5.3,3.6,0.6,0.4,0.5,47.6,64.3,47.6,106,99,-2.6,-3.3
14,5.4,2.1,0.4,0.1,0.2,45.8,78.6,54.2,110,112,-0.2,-2.3
12.6,9.8,2,1.4,0.2,0.8,43.8,85.8,43.9,108,101,-0.6,-2.8
10.4,7,2.8,1.2,0.3,0.7,41.3,80.6,48.4,110,96,-1.3,-3.1
15.5,10,6.3,1.3,1.7,0.4,46.5,75.5,46.5,103,103,9.1,0.2
6.8,4.4,2.3,0.9,0.2,0.1,45.8,66.7,47.2,113,95,-0.2,-5.6
16.1,9.5,6.8,0.8,0.6,0.5,50.5,61.7,50.5,106,104,-0.9,-2.3
14.7,13.4,3.8,1.8,0.2,0.7,44.5,85.7,54.1,112,105,1.2,-1.1
6.1,9.2,1.4,2.1,0.1,0.5,43.9,65.2,44.2,112,83,-0.5,-7.4
4.7,3.7,0.9,0.9,0.1,0.2,32.4,69.4,33.8,114,78,-1,-10.9
7.2,1.7,0.5,0.3,0.2,0.1,50,70.6,50,112,113,0,-3.7
13.5,9,3.6,1.6,0.5,0.6,46.5,80.8,49.8,111,115,8.3,-0.1
9.5,6.3,1.8,1,0.1,0.3,42.8,85,46.4,113,96,-2.7,-5.2
11.6,6.8,1.8,4.4,0.1,1.1,44.1,80.4,44.4,111,103,-0.8,-2.8
9.4,5.1,2.3,1.9,0.3,1.2,43.5,61.9,43.7,100,90,1.3,-0.9
17.1,11.6,6.1,1.8,0.8,1.1,54.8,66.1,54.9,103,110,24.3,1.9
10.2,6.9,2,4.7,0.1,1.2,40.8,82.9,40.8,105,97,-1.1,-2.4
15.1,11.5,3.1,3.3,0.3,0.9,45.4,80,52.3,106,115,18.7,1.8
19,16.7,6,4.1,0.6,1.2,48.3,76.9,49.2,106,110,42.5,2.8
16.3,7.9,5.8,0.8,0.7,0.4,49.7,69.9,49.7,107,107,0,-2
11.5,9.7,5.3,1.3,0.3,0.2,43.2,76.3,44,101,96,0,-2.1
9.2,6,3.3,1.6,0.2,0.7,39.6,80.9,46.8,107,102,2.4,-0.5
14,9.4,8.6,0.8,0.5,0.8,50.2,64.3,50.2,103,108,5.7,-1
7.7,3.2,0.9,0.8,0,0.2,37.7,74.7,43.3,109,94,-0.7,-5.1
13.4,9.8,7.6,1.4,1.3,0.9,47.7,62.8,47.7,100,100,6.6,-0.1
12.8,10.9,2.9,4.8,0.3,1.1,41.1,80,48,105,105,14.7,0.2
14.7,14.2,6.8,1,1.7,0.6,49.9,74.1,49.9,108,107,4.3,-0.9
7.4,4.3,1.3,0.7,0.2,0.3,31.7,66.7,35.8,108,84,-0.2,-7.9
10.5,4.7,3.2,0.8,0.4,0.3,43.7,71.1,43.9,112,98,-1.8,-4
10.7,1.2,0.7,0.8,0,0.3,44,50,44,107,91,-0.1,-4.5
11.8,8.5,1.3,2.5,0,0.8,46.1,82.8,51.6,110,110,2.2,-1.4
13.7,5.4,2.7,1.6,0.1,0.8,43.1,85.4,51.4,104,117,6.9,0.7
13.7,5.8,1.8,1.4,0.4,0.5,40.9,86.4,46.8,103,101,0.1,-0.8
16.7,15.3,3.7,6.4,0.5,1.5,45.2,78.5,49.6,108,104,16.5,1.2
11.3,7.9,2.8,1.5,0.4,0.9,39.1,82.1,48.8,109,101,1.6,-1.1
10.2,3.2,0.6,0.7,0,0.5,40.3,74.6,41,104,92,-0.5,-5
5.9,2.2,1,0.2,0.1,0.3,28.8,69.2,38.1,112,84,-0.2,-7.3
13,11.6,2.4,4.5,0.3,1.6,44.4,74.1,44.5,103,97,2.3,-1.5
11,3.7,2.2,0.3,0.5,0.2,58.4,64.9,58.4,109,109,-1,-2.6
14.9,10.3,6.1,2.1,0.6,1,44.8,74.8,46,108,105,1.6,-0.8
18.2,7.4,4.3,0.9,0.9,0.5,56.5,68.3,58.4,106,118,2.5,1.1
10.5,6.2,1.4,3,0.1,0.6,44.1,80.7,44.9,112,102,-2.8,-3.9
10.6,5.1,1.9,0.7,0.1,0.5,39.1,63.2,45.8,104,92,-0.3,-3.8
8.1,1.2,1,0.4,0.2,0.2,31.4,71.4,32.9,109,81,-0.1,-6.4
13.5,12.9,3,2,0.2,0.8,42.1,83.6,50.3,109,107,2.3,-0.8
11.3,5,3.8,0.6,0.2,0.3,51.8,75.1,51.9,111,109,-0.7,-3.1
13.3,10.9,2.8,1.6,0.5,1,43.1,76.5,44,110,101,-0.3,-2.1
-5.5,0.7,0,0.7,0,0.3,0,50,0,110,44,-0.1,-19.1
10.6,7.6,5.9,1.2,0.3,0.4,47.5,63.9,47.7,111,100,-1,-3.4
18.8,14.1,8.5,3.2,1.2,0.8,52.4,74.9,54.3,104,114,31.7,3.1
4.4,1.5,1.3,0.1,0.4,0.1,30,62.8,30,107,74,-0.8,-10.1
17.7,14.5,3.4,4.9,0.2,1.4,49.6,87.7,53,108,117,43.2,3
6.6,0.6,0.6,0,0,0,25,75,25,114,94,-0.1,-13.6
13.4,7,4.8,2.1,0.9,1,42.5,72.6,48.4,101,107,32,2.7
14.5,4.5,2.4,0.4,0.1,0.2,49.4,60.9,49.4,110,101,-0.2,-4.1
11.8,6.8,3.1,0.9,0.2,0.4,43.3,78.5,50.7,115,113,-0.1,-2.7
13.2,7.5,1.7,1.6,0.1,0.7,40.9,85.1,49,105,102,1.6,-1.5
14.9,17.3,2.9,2.4,0.2,0.7,44.4,86.3,49.8,107,105,9.9,-0.6
10.2,3.9,3,0.5,0.4,0.5,45.6,67.6,46.4,107,102,-0.3,-2.4
10.3,6,2.8,0.9,0.4,0.7,45.8,75.2,45.9,113,100,-0.6,-3.4
21.6,17.4,12.6,1.5,2,0.9,58.3,56.7,58.3,100,110,39.8,2.4
16.7,14.3,5.7,1.6,0.5,1,44.8,77,47.6,105,108,10.3,0.6
14.6,13.4,6.1,2.2,0.3,0.7,46.9,76.4,46.9,107,102,10.1,-0.9
13.8,2.8,1.4,0.2,0.2,0.3,48.1,63.1,48.1,103,102,-0.1,-2.4
13.9,10.9,5.3,1.3,0.1,0.9,49.5,70.6,49.5,108,105,5.3,-0.7
13,4.7,1.4,1.2,0.1,0.6,37.5,80.6,43.1,107,93,-0.1,-2.7
13.1,9,1.7,3.4,0.1,0.5,40.1,85.8,45.3,110,100,-3.9,-3.4
10.1,3.9,1.5,3.1,0.1,0.5,40.9,78.3,44.3,114,95,-1.2,-6.2
9.3,7.4,3,2.2,0.4,0.8,41.7,79.2,52.7,115,103,-0.1,-2.3
6,2.5,2.4,0.3,0.6,0.2,34.6,24,44.1,109,93,-0.5,-3.8
11.8,3.3,3.3,0.7,0.4,0.1,36,62.5,36,106,96,0,-4.5
8.2,5.2,1.7,0.9,0.1,0.4,40.9,58.3,41.3,111,89,-1,-6.5
8.9,3.1,1,1.6,0,0.7,41.6,69.2,46.6,108,102,-0.1,-2.4
11.4,3.8,5.6,0.9,1.2,1,47.9,39.7,47.9,98,100,5.8,0.9
14.9,14.1,4.2,3.1,0.4,1.5,40.6,75.7,43.5,105,100,9.7,-0.3
10.9,3.9,2.3,0.4,0,0.1,48.6,46.2,48.6,110,98,-0.2,-5.4
9.6,3.9,2.7,0.5,0.1,0.3,41.8,86.7,48.7,111,110,-0.3,-2.9
6.6,2.3,2.2,0.2,0.2,0.2,34.4,53.9,34.4,105,83,-1.1,-7.6
13.9,11.1,2.5,5.5,0.1,1.5,47.6,78.2,49.1,109,109,10.6,-0.2
15.4,6.7,5.4,0.7,0.6,0.4,46.3,70,46.9,105,106,0.1,-2
12.5,3.3,2.8,0.3,0.1,0.3,47.6,48.8,47.6,104,97,-0.5,-5.4
12.2,4.5,2.8,0.6,0.6,0.2,50.2,75.4,50.2,112,111,-0.2,-3.1
12.1,8.5,2.2,2.7,0.2,1.2,38.8,74.6,45.8,106,101,9.5,-0.4
11,1.4,1.6,0,0.3,0.1,46.9,33.3,46.9,106,99,-0.2,-7.3
7.5,2.6,1,0.4,0.1,0.4,36.1,88.9,45.4,104,93,-0.2,-3.8
13,4.5,3.2,0.2,1.1,0.1,56,48.5,56,107,108,-1.3,-2.8
8.1,3.8,1.1,3.3,0,0.4,35.3,76.9,38.4,112,92,-5.8,-7.5
12.7,8.8,1.4,5.1,0.1,0.7,48.3,70.8,48.5,113,105,-6.7,-4.2
7.7,3.9,3.6,0.7,0.1,0.5,42,55.6,45.5,111,94,-0.4,-4.8
7.9,4.4,3.2,1,0.4,0.3,45.9,71,45.9,106,96,-0.6,-2.3
17.2,12.3,7.2,0.7,2.2,0.4,51.4,76.5,54.5,104,112,13.9,0.7
15.7,12.4,5.1,4.4,0.5,1.5,46.5,71.2,51.2,105,111,44.4,2.9
18.5,13,7.3,1.1,1.6,0.5,47.6,78,47.8,103,107,13,0.3
10.8,1.8,1.5,0.2,0.6,0.2,47,60.7,47,102,97,-0.1,-2.2
15.6,10.8,5.9,1.2,0.4,0.7,44.2,77.3,50.3,106,110,8.3,-0.1
11,3.2,1.3,1,0.1,0.4,42.4,77.3,42.6,104,114,-0.4,-4
12.3,7.5,3,3,0.1,1,44.7,73.3,57.6,105,110,8,1.7
6.7,1.8,1.6,0.5,0.2,0.3,35.1,87.5,39.2,107,81,-0.2,-6.4
16.3,12,3,3.5,1.5,1.5,47.1,100,61.8,107,124,0.1,1.3
11.1,12.7,4.5,2.8,0.6,0.7,44.4,65.2,47.5,112,100,-1.1,-2.9
16,5.2,1.4,0.8,0,0.5,47.1,72.2,48.1,107,109,0.2,-1
14,9.5,3,1.3,0.2,0.4,51.7,82.6,52.5,109,113,0.9,-0.7
21.9,22.1,3.5,5.5,0.3,1.3,46.3,87.3,52.2,108,113,22.6,3.6
11,6.7,4.4,0.8,1.1,1,40.4,80.5,45.4,106,95,0.1,-1.8
21.4,22.6,9.1,2.4,0.5,1,49.9,79.3,50,104,115,31.2,1.9
12.9,9,2,4.3,0.1,0.7,45.7,79.8,52.5,117,111,-0.6,-2.8
20.9,26.7,3.7,6.2,0.2,2.2,42.5,78,45.2,106,105,44.1,2.7
8.4,3.3,1.1,1,0.1,0.5,40.6,70.6,45.9,111,101,-2.8,-3.8
7.3,3.8,2.1,0.9,0.2,0.5,40.8,75,43.7,112,99,-0.7,-4.1
16.3,17.1,6.7,5.3,0.3,2,43.1,75.6,45.7,105,100,3.3,1.7
14.1,10.8,2.9,4.6,0.1,0.8,44,85.5,48,111,106,5.1,-1.2
2.4,8,3,1,0,0,33.3,50,38.9,114,91,-0.1,-7.7
15.2,9.7,3.1,2.6,0.1,0.9,41.7,79.3,47,106,103,7.8,-0.1
5.5,1.7,0.7,1.2,0.2,0.3,30,58.3,32.5,107,76,-0.1,-7.5
8.7,2.2,1.5,0.2,0.1,0.2,44.9,64.4,45.6,108,101,-0.7,-4.9
10.4,1.3,0.7,0.7,0,0.3,48,50,52,107,96,0,-3.5
5.1,4.5,0.8,0.6,0,0.1,40.5,72.2,48.2,118,95,-0.4,-7.4
10.1,5.5,1.8,1.2,0.1,0.6,39.1,76.4,46.9,103,100,2.2,-0.8
17.9,13.1,4.7,1.3,1.8,0.9,51.2,76.5,55.4,104,108,0.8,1.9
8.8,1.9,1.1,1.4,0.1,0.3,40.1,71.1,40.8,109,99,-1,-4.9
13.5,14.3,4.7,3.2,0.2,0.8,42.8,82.5,46.7,108,101,9.6,-0.7
11,11.8,4.3,1.8,0.5,1,41,63.2,44.2,112,91,-1.8,-4.7
9.7,6.7,2.7,1.2,0.2,0.4,44.5,73.4,52.1,115,108,-0.4,-2.7
9.3,3.5,1.2,0.8,0,0.3,35.7,73.2,42.6,109,93,-0.4,-4.4
14.1,8.4,4.3,0.8,0.3,0.4,44.6,81.4,44.7,107,104,-3.1,-3.6
16,9.6,3.8,8,0.1,1.2,44.7,77,48.1,107,110,27.1,0.7
7.7,2.1,0.8,2.2,0.1,0.3,36.9,67.5,39.1,115,94,-1.1,-7.1
13.3,10.2,5.7,1,0.3,0.5,50.8,76.6,50.9,108,104,-0.2,-2.2
10.6,1.4,0.4,0.8,0,0.1,22.2,87.5,22.2,110,85,0,-8.3
12.5,6.7,4.3,1.1,0.4,0.6,45.3,73.6,45.3,98,102,3.3,-0.5
13,4.4,1.1,2.4,0,0.3,33.3,85.7,37.2,112,99,-0.1,-4.4
11.5,4.1,1.9,0.3,0.4,0.1,42.6,65.6,43.1,106,89,-0.3,-6.4
16.1,12.6,3,4.4,0.1,0.7,42.8,85.8,47.4,108,106,6,0
17.8,2.2,1.6,0.9,0,0.3,51.5,100,53,106,105,0.1,3.1
14.3,15.1,3.9,3.1,0.4,1.3,41.4,79.8,47.1,107,100,13.6,0
11.8,5.4,1.9,1,0.1,0.6,46.3,74.9,46.5,109,104,-0.1,-2.2
9.2,5.2,1.8,1.1,0.1,0.4,39.3,76.9,48,110,106,-0.4,-2.3
11.2,4.2,1.2,0.5,0,0.5,51.1,73.9,53,109,107,-0.3,-3.5
12,3.4,0.9,0.7,0,0.3,39.2,86,41.3,109,96,-0.5,-5.2
13.8,2.2,2.3,0.1,0.7,0.2,49.7,68,49.7,104,111,0.2,-1.1
8.5,3.8,3.4,0.7,0.5,0.6,41.5,66.7,41.5,106,86,-0.4,-4.3
11.3,6.1,1.5,0.4,0.1,0.2,41.4,81,48.1,110,103,-2,-4.9
10.6,4.3,3.1,0.3,1.1,0.3,48.5,61.7,48.5,104,92,-1.3,-3.1
27.7,27.2,7.4,7.2,0.8,1.6,50.4,73.8,54.1,103,116,127.7,9.1
14,9.9,2.2,3.5,0.1,0.8,41.7,80.2,48.4,110,105,3.7,-1
13.9,9.3,2.5,3.5,0.2,0.8,38.3,76.2,42.4,113,99,-0.1,-2.6
6.3,1.6,1.1,0.3,0.2,0,32.9,65.2,33.5,104,86,-0.3,-7.1
18.1,18.5,7.5,1.6,0.4,1,45.1,72.4,48.5,109,109,17.4,-0.2
11.7,1.9,1.6,0.3,0.1,0.2,46,42.4,46,107,106,0,-2
12,7.1,2.7,3.6,0.3,1.3,40.4,73,45.3,107,99,4.3,-0.5
12.7,6.8,1.6,2.9,0,0.5,39.7,90.8,48.3,108,105,0,-2.1
10.2,2.8,2.4,0.5,0.2,0.2,43.5,68.4,43.5,112,98,-0.2,-4
17.2,9,3.5,1.1,0.5,0.6,47.3,80.2,47.3,106,106,0.6,-1
7.2,3.9,1.2,0.4,0.3,0.3,38.3,66.7,44.9,108,86,-0.9,-6.3
12.7,3.8,2.6,0.6,0,0.6,46,66.7,46.5,108,108,0,-2.3
20.6,15.7,8.4,1.5,1.2,0.7,49.9,71.1,49.9,105,108,15.1,0.3
13.2,3.5,2.8,0.3,0.4,0.2,44.4,58.3,45,106,102,-0.4,-4.6
12.7,4.8,2,1.5,0.2,0.7,50,66.7,52.3,104,103,0,-2
14.4,12.6,4,2,0.3,0.7,46.4,76.8,51.1,107,110,19.8,0.3
9.6,4.8,4.1,1.3,0.5,0.7,42.6,58.3,44,108,100,3.8,-0.9
10.7,3.7,0.9,1.9,0.1,0.4,43.4,75.4,43.9,111,97,-1.3,-5.9
10.2,2.8,0.6,0.6,0.1,0.3,33.3,92.3,33.3,103,89,-0.1,-6.1
12,5.1,1.5,0.8,0.1,0.2,44.8,84.9,52.8,109,106,-0.7,-3.6
15.7,14.1,3,5.7,0.2,1.2,38.7,79.6,45.2,108,104,10.4,0.4
15.5,6.6,1.5,3.7,0,1,43.6,85.2,52,111,118,0.9,-0.8
11.6,6.2,2.7,1.3,0,0,46.9,50,56.3,106,109,0,-1.8
8.8,1,1.3,0,0.2,0,33.3,65,33.3,109,97,-0.3,-9.1
13.2,6.3,4,0.8,0.2,0.5,45.9,77,52,108,112,3.2,-0.8
1.5,2,1.1,0.4,0.3,0.3,26.9,100,28.8,103,69,-0.1,-8.4
11.1,4.1,1.1,2.6,0,0.5,40.9,90.2,42.1,111,101,-0.7,-5.4
11.2,7.9,4.9,0.7,0.7,0.5,40.4,78,42.3,110,97,-4.1,-4.7
2.1,2.1,2.1,0.6,0,0.3,28.4,43.8,29,112,71,-0.6,-7.8
11.4,4.3,2.7,0.3,0.4,0.4,51.7,67.2,51.7,109,103,-0.7,-4.3
0.1,0.5,1,0,0.3,0,33.3,0,33.3,98,53,0,-15.8
15.9,7.1,5.4,1.2,1,0.6,57.2,67.2,58.3,105,117,20.7,2.6
11.2,5.6,1.7,2.9,0.1,0.7,41.4,74.5,45.4,106,102,-0.4,-2.1
10.4,3.3,1,1.2,0,0.2,45.8,67.9,47.9,110,92,-0.4,-6.2
14.5,8.4,1.7,5.5,0.1,1,47.9,70.6,48.1,107,109,-1.1,-2.2
18.1,2.2,1.6,0.1,0.3,0.5,44.9,60,44.9,97,92,0,-2.5
11.9,9.1,3.5,1.7,0.5,0.8,48.8,73.8,48.8,107,105,3.7,-0.7
8.9,1.8,0.6,1.5,0,0.5,31.4,33.3,37.1,104,86,-0.1,-4.5
9.4,3,1.6,0.2,0,0.1,40,60,40,108,88,-0.1,-9.7
14.3,2.9,1.9,0.2,0.6,0.2,56.2,69.9,56.2,102,108,0.1,-1.1
9.7,4.4,2,0.6,0.2,0.6,39.2,83.5,48,106,103,0.4,-1.3
9.1,2.8,1.2,0.6,0.1,0.4,41,72.4,41.2,108,99,-0.2,-3.2
12.7,5.4,4.6,1,0.9,0.5,49.2,62.1,49.2,104,105,5.4,-0.4
16.4,1.8,1.1,0.3,0.3,0.2,56.4,55,56.4,106,128,0.1,0.3
9.7,1.1,0.2,0.1,0,0,41.7,100,41.7,116,101,-0.1,-10.1
7.5,3.5,1.1,0.3,0,0.2,36.5,66.3,37.2,109,87,-0.9,-9.3
14.6,14.1,3.9,5,0.6,1.3,44.5,79.7,44.8,105,107,23.6,0.6
11,6.2,2.2,0.9,0.4,0.6,41.1,78.9,48.5,106,98,0.6,-1.6
16,15.1,2.3,5.1,0.1,1.1,47.6,79.1,48.2,108,106,8.9,-0.2
15.9,16,4,2.1,0.2,0.6,47.2,84,48.9,111,109,9.1,-0.9
4.6,1.1,0.6,1.3,0,0.4,23.8,76.5,24.4,105,77,-0.3,-6.2
12.2,4.1,6.1,0.5,1.3,0.6,50.5,60.5,50.6,101,107,8.7,0
12.7,8.3,1.7,4.2,0.1,1,43.9,76,44.5,107,101,-0.8,-2.2
12.4,4.8,6.5,1,2.5,0.5,45.1,69.4,45.1,97,92,14,1.1
14,9.1,5.6,1.8,0.6,0.9,46.3,77.9,46.5,104,99,3.4,-0.6
15.1,6.5,3.9,0.6,0.3,0.8,51.7,66.2,51.9,99,101,0,-2
11.4,3.2,1.6,0.2,0.4,0.1,44.6,66.7,44.6,99,88,-0.3,-6.3
14.8,8,3.6,2.1,0.9,0.8,47.9,69.4,51.4,105,104,9.6,1.3
15.4,16,4,3.9,0.2,0.8,44.1,80.2,49.7,110,107,26.4,0.4
14.1,12.9,5.5,3.8,0.4,0.8,44.6,77.9,44.6,103,96,6.4,-0.6
9.3,4.1,3.8,0.3,0.3,0.2,52.8,43.5,52.8,108,98,-0.6,-5
6.1,2,2,0,0.8,0.1,40.5,33.3,40.5,100,76,-0.3,-10
20.7,17.9,3.3,9.1,0.2,1.5,49.3,84.1,50.1,109,118,28,2.4
16.3,16.2,7.5,3.3,0.4,0.7,48.4,76.6,50.5,107,112,28.3,2.4
0.8,1.4,1.8,0.1,0.4,0,28,60,28,106,65,-0.2,-11.4
10.9,3.9,3.3,0.4,0.4,0.6,41.6,69.9,44.4,103,96,-0.2,-2.4
24.1,19.5,7.2,11.2,0.4,1.9,52,84.8,53.3,104,121,77.4,7.2
20.1,20.1,7,3.6,0.8,1.3,51.8,73.9,51.9,105,113,33.6,3.6
16.9,14.1,7.2,3,0.7,1.1,44.9,80,45,101,102,21.9,1.5
4.8,2.6,1.4,0.4,0.1,0.3,34.7,68,38,106,84,-0.3,-7.3
12.8,7.7,3.3,1.8,0.4,0.7,49.6,82.7,49.6,103,104,2.5,-1.2
8.5,3.2,1.7,0.7,0.1,0.2,35.8,72.7,43,103,96,-0.5,-3.8
12.5,8.4,4.1,0.9,0.6,0.4,50.5,71.6,50.5,107,106,0.1,-1.9
8.6,7.2,3.5,1.5,0.2,0.9,37.4,76.3,43.3,106,93,0,-2
4.7,2.6,1.5,0.2,0.1,0.3,42.2,52.6,42.2,112,86,-0.4,-8.3
15.3,11.7,5.5,1.2,0.8,0.5,57.2,63.4,57.2,107,106,4.5,-0.7
15,16.3,6.6,1.5,0.2,1,42.3,78.8,43.5,108,99,-2.7,-2.5
8.1,2.6,0.9,0.7,0,0.1,38.5,94.7,39.4,113,97,-0.2,-7.4
14.1,11.1,3.4,2.4,0.5,0.9,44,76.9,50.9,107,109,3.8,0.4
15.2,12,3.2,3.3,0.3,0.9,46.4,74,46.8,108,107,15.2,0.5
10.1,7.1,3.2,1.1,0.7,0.8,40.6,74.4,48.3,109,99,3.2,-1.1
-18.4,0,0.9,0.3,0,0.1,0,0,0,105,14,-0.1,-23.2
14.1,2.2,1.1,0,0.4,0.1,37.5,69.2,38.5,102,95,-0.1,-6.3
4.5,1.3,2,0.5,0.3,0.1,36.7,45,36.7,106,79,-0.2,-5.7
24.3,15.3,9.2,4.8,0.7,1.1,52.2,83.3,56,107,121,16.6,7.1
6.2,1.1,1.6,0.1,0.4,0.1,40,50,40,96,82,-0.1,-4.5
9.8,3.6,1.3,0.7,0.2,0.5,39.3,74,40.6,109,95,-0.7,-3.7
8.3,4.1,1,1.5,0,0.5,34.1,81.3,36.4,115,94,-0.1,-5.9
13.9,3.5,1.3,0.5,0.2,0.5,49,67.4,49,109,107,0.1,-1.3
18.2,12.1,6.1,2.7,1.4,1.5,56,76.6,56,99,115,43.9,4.8
9.7,3.2,1.6,0.5,0,0.3,44.2,68.5,48.3,109,103,-0.3,-3.5
12.1,7.9,8.2,1.4,1.8,0.5,47.4,75.6,47.5,102,102,21.9,0.1
9.2,2.5,4.5,0.9,1.6,0.6,48,61.8,48,105,107,10.9,1.1
12.2,5,3.8,1,0.5,0.5,49.3,61.1,49.4,106,101,0.8,-0.9
9.4,3.5,1.2,1.6,0.1,0.6,32.4,62.2,41.4,109,92,-0.7,-4.3
13.6,8.1,4.7,1.1,0.3,0.9,45.4,70.2,45.5,105,105,0.8,-0.8
9.5,5.4,1.7,0.8,0.2,0.4,43.9,75.1,45.9,109,101,-4.1,-3.7
12.8,3.6,2.3,0.6,0.7,0.3,64.3,57.7,64.3,109,122,0.3,-0.2
12.4,6.6,1.6,2.7,0,0.4,40.7,72.7,53.3,109,112,2.9,-1.1
8.4,3.7,1.7,0.3,0.3,0.3,43.6,66.7,45.6,110,93,-0.8,-6.1
12.6,5,2.9,0.4,0.6,0.5,49,65.2,51.7,110,116,0.3,-1
11.9,3.1,1.4,1.8,0.1,0.4,36.6,72.9,37,105,92,-0.3,-3.6
10.1,1.3,2.3,0.1,0.4,0.1,50.8,49.4,50.8,105,111,-0.2,-3
13.2,8.1,5.9,1.2,0.5,0.6,47.1,74,47.2,103,102,3,-1.3
0.2,0.9,0.7,0.3,0.1,0,38.5,75,38.5,107,73,-0.1,-8.1
16.7,14.8,4,2.9,0.6,1.7,43.7,80.9,50.5,103,111,45.1,3.5
15.1,9,4.8,0.9,1.3,0.6,50.6,71,51,105,106,2.7,-0.4
11.3,7.5,2.2,2.3,0.3,0.8,41.1,80.9,47.6,108,105,2.8,-0.9
9.2,3.2,1.3,0.3,0,0.3,42.5,70,42.5,112,94,-0.1,-6.2
11,4.1,2.1,0.3,0.1,0.3,39.5,64,47.7,111,102,-0.2,-5.5
11.3,5.2,1.8,0.5,0.3,0.3,40.1,84,53,108,115,4,-0.6
17.1,16.6,4.3,4.5,0.2,1.2,50.9,78.5,51,101,112,4.7,1.2
12.5,7.1,4.2,0.9,0.3,0.7,42.4,70.4,49.4,107,104,2.4,-1
11.1,3,2.4,0.3,0.2,0.3,40.2,60,40.2,110,99,-0.3,-5.2
11.3,4.4,3.5,0.6,0.5,0.4,49,58.6,49,107,99,-0.5,-2.4
14.7,1.2,0.3,0.8,0,0,50,50,50,114,106,0,-2.5
4.4,2.3,1.3,0.6,0.2,0.5,29,50,29,109,81,-0.1,-5.4
11.1,3.5,3.4,0.8,0.8,0.5,58.2,39.8,58.2,105,100,0.4,-0.3
8.5,3.4,1.8,0.4,0.2,0.3,42,66,45.9,107,98,-1.1,-4.6
13.3,7,7.4,1.3,0.3,0.6,44.7,75.1,45,108,107,2.8,-1.1
14.1,15.6,7.4,2.7,0.3,1,42,76.9,42.9,103,100,2.7,-0.9
10.4,4.8,2.2,0.8,0.3,0.4,44.5,72.5,44.5,111,98,-0.4,-4.1
10.2,3,2.3,0.4,0.5,0.2,46.7,71.7,46.7,107,104,-0.7,-2.9
13.8,15.2,3.5,2.2,0.1,0.4,44.4,82.2,45.4,107,98,-3,-4.4
17.1,10.5,5.7,1,1.2,0.6,50.1,62.2,52.5,105,111,3,0.2
13,4.4,1.4,2.8,0.1,1,41.1,80.6,47.4,111,112,0.7,-1.2
11,9.8,2.2,3.1,0,0.5,40.9,80.2,40.9,107,99,-1.2,-5.1
13.5,11.7,7.7,2,0.8,1.2,45.9,73.3,45.9,102,100,7.8,0.5
8,2.1,0.6,2.2,0.1,0.3,29.6,50,35.2,108,87,-0.1,-7.7
9.7,5.2,3,0.7,0.2,0.5,43.4,59.7,43.7,104,90,-0.5,-4.5
18.5,9.5,10.8,0.8,1.7,0.6,67.1,45.7,67.1,102,121,23.3,2.2
13.1,8.1,1.9,3.8,0.2,1.8,41.4,76.3,41.8,101,93,1.9,-1.1
17.1,2.8,2,0.3,0.3,0.1,52.8,85.2,52.8,106,121,0.2,0
27.9,30.1,6.2,5.3,0.8,2.3,49.7,83.5,50.9,103,118,104.4,8.1
14.1,2.7,1.8,1,0.2,0.5,43.3,58.5,43.6,105,104,1,0.3
6.9,11,4.8,0.8,1.3,0.8,43.9,47.1,43.9,110,79,-0.2,-9.5
8.5,2.3,1.4,0.4,0.2,0.4,38.7,58.8,38.7,107,87,-0.1,-4.5
12.8,7,2.5,2.7,0.2,0.7,45.1,75.9,48.7,107,108,3.8,-0.5
-5,0.5,0.5,0.3,0.3,0,20,0,20,111,45,0,-14.2
0.6,0.9,0.7,0.1,0,0.3,14.3,62.5,14.3,104,57,-0.1,-10.5
10,10.6,1.7,3.2,0.2,0.9,41,78.6,41.4,108,96,-5.5,-4.3
12.9,5.4,1.6,1,0.1,0.5,47.8,81.2,48.7,107,106,0.1,-1.9
14.9,11.2,7.6,1.3,1.3,0.4,48.9,74.3,48.9,105,98,0,-2
13.4,9.7,3.9,1.6,0.4,0.5,41.5,76.1,48.6,109,106,1.2,-1.2
20.5,11.9,7.5,0.8,0.5,0.4,54,78.4,54.4,108,114,1.6,-1.5
10.5,6.7,1.7,0.8,0,0.4,44.2,83.5,51.7,111,105,-2.3,-3
8.7,3,1.5,0.9,0,0.3,39.5,84.2,45.9,111,101,-0.3,-3.1
9.2,2.4,1.3,1,0.1,0.3,34.5,75,39.7,109,91,-0.1,-4.4
13.2,6.5,1.4,3,0.1,0.9,46.5,78,46.9,105,103,0,-2
10.8,2.7,2.6,0.2,0.2,0.1,46.7,63.6,46.7,105,100,-0.6,-5.9
12.5,0.9,1,0.1,0.2,0.2,52.9,45.5,52.9,100,100,0,-0.8
13.8,3.9,2.5,0.4,0.1,0.2,48.5,69.2,48.5,109,111,-0.2,-3.5
12.9,5,4.1,0.7,0.3,0.5,50.2,71.4,50.2,105,112,4.9,-0.1
16.1,2.2,0.3,0.5,0,0.4,43.6,71.4,43.6,108,98,0,-3.2
